"Event_id","Event_date","Event_group","involvement","IsProtest","preannounced","public_invitation","disruption","violence","symbolic","arrests","location_target","Event_name","headcount","action_freetext","location_freetext","Event_day","Event_prob_protest","issue"
"pcs_union.2016-03-16.E1","2016-03-16","pcs_union","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose TU bill","","protest","outside Parliament","Wed",0.999985932745079,"pov"
"EISUnion.2016-03-17.E1","2016-03-17","EISUnion","Organised","Both","Before event day","Yes","No","No","No","No","Public space","Lecturer pay strike and rally","","rally, strike","Scottish Parliament","Thu",0.99986687985341,"pov"
"NASUWT.2016-03-17.E1","2016-03-17","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","Teacher strike","","strike","St Peter’s Collegiate School, Wolverhampton","Thu",0.969870080779629,"pov"
"friends_earth.2016-03-19.E1","2016-03-19","friends_earth","Participated","Protest","On day, before event","Yes","No","No","No","No","Public space","Climate Refugees Welcome Here, Anti racism day","","march","Trafalgar square","Sat",0.930261850132687,"env"
"AntiRacismDay.2016-03-19.E1","2016-03-19","EISUnion, OccupyLondon, pcs_union, unitetheunion","Participated, Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Anti racism day, refugees welcome","","demonstration, march","London, Glasgow, Cardiff","Sat",1,"pov"
"betterthanzero.2016-03-31.E1","2016-03-31","betterthanzero","Organised","Protest","After event","No","No","No","No","No","Company site","Living wage, oppose bad bosses","","action","Primark","Thu",0.999691716545447,"pov"
"ASLEFunion.2016-03-31.E1","2016-03-31","ASLEFunion","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Protect Northern Rail services and Northern jobs","","rally","Mechanics Institute, Manchester","Thu",0.992074978669429,"pov"
"junioraction.2016-04-06.E1","2016-04-06","keepnhspublic, TheBMA","Participated, Organised","Strike","Before event day","No","No","No","No","No","Other","Junior doctor strike","","strike, picket","","Wed",0.999999999968241,"pov"
"ClassWar2015.2016-04-06.E1","2016-04-06","ClassWar2015","Organised","Protest","Before event day","Yes","Yes","No","No","No","Public space","Stop social cleansing of London","","demonstration, blockade","Aldgate East","Wed",0.989907163821961,"pov"
"HousingActionSL.2016-04-07.E1","2016-04-07","HousingActionSL","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Demand home close to school","","action","Lambeth council","Thu",0.999993875656676,"pov"
"pcs_union.2016-04-09.E1","2016-04-09","pcs_union","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose public sector job losses","1000s","march","Sheffield","Sat",0.99993857057481,"pov"
"SaveSwinLibrary.2016-04-14.E1","2016-04-14","SaveSwinLibrary","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose library cuts","","demonstration","outside Civil offices","Thu",0.998442952333602,"pov"
"ukstreetangels.2016-04-15.E1","2016-04-15","ukstreetangels","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","March with the Homeless","","march","Piccadilly Gardens","Fri",0.999870694107337,"pov"
"Four demands demo.2016-04-16.E1","2016-04-16","campaigncc, CNDuk, frackfreelancs","Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","4 demands demo, people not trident, welfare not warfare, march for health homes jobs and education","","demonstration","Gower Street","Sat",0.99997605402513,"env"
"Health, Homes, Jobs & Education.2016-04-16.E1","2016-04-16","ASLEFunion, fbunational, keepnhspublic, OccupyLondon, pcs_union, pplsassembly, SistersUncut, unitetheunion","Participated, Participated, Participated, Participated, Participated, Organised, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Health, Homes, Jobs & Education","10000","demonstration, march, protest","London","Sat",1,"pov"
"UVWunion.2016-04-16.E1","2016-04-16","UVWunion","Organised","Protest","Before event day","Yes","Yes","No","No","No","Company site","Oppose TU victimisation, living wage","","shut down stores","Top Shop, John Lewis","Sat",1,"pov"
"GreenpeaceUK.2016-04-18.E1","2016-04-18","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Public space","Clean air now","","put mask on Nelson's column","Trafalgar square","Mon",0.95631415543123,"env"
"FrackFreeScarb.2016-04-19.E1","2016-04-19","FrackFreeScarb","Organised","Protest","On day, before event","No","No","No","No","No","Political site","Oppose fracking","","protest","Driffield town hall","Tue",0.960806364153669,"env"
"moveyourmoneyuk.2016-04-22.E1","2016-04-22","moveyourmoneyuk","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Move money out of HSBC","","creative, visual action","HSBC AGM","Fri",0.997523121696601,"pov"
"junioraction.2016-04-26.E1","2016-04-26","keepnhspublic, pcs_union, TheBMA","Participated, Participated, Organised","Both","Before event day","Yes","No","No","No","No","Public space","junior doctor strike, solidarity demo with doctors and teachers","","demonstration, withdrawal of labour","London","Tue",0.999999991898902,"pov"
"SistersUncut.2016-04-27.E1","2016-04-27","SistersUncut","Organised","Protest","Before event day","No","No","No","No","No","Other","Oppose new prison plans","","protest","Holloway prison","Wed",0.918494792505356,"pov"
"pcs_union.2016-04-28.E1","2016-04-28","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","Wale national museum strike","","strike","","Thu",0.965648392587932,"pov"
"pcs_union.2016-04-30.E1","2016-04-30","pcs_union","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","International workers day, may day","","rally","Manchester, across the UK","Sat",0.973950510563451,"pov"
"MayDay.2016-05-01.E1","2016-05-01","ASLEFunion, EquityUK","Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","May day, fight austerity, defend TUs","","march, rally","","Sun",0.999999999994801,"pov"
"reclaimthepower.2016-05-03.E1","2016-05-03","reclaimthepower","Organised","Protest","Before event day","No","Yes","No","No","No","Company site","End coal","300","barricade, shut down","Ffos-y-fran near Merthyr Tydfil, coal mine","Tue",0.996474226673973,"env"
"radicalhousing.2016-05-03.E1","2016-05-03","radicalhousing","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose housing bill","","demonstration, lobby","outside Parliament","Tue",0.999272567153334,"pov"
"campaigncc.2016-05-07.E1","2016-05-07","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Going Backwards","","march","London, Bristol, Leeds, Leicester, Notts, Manchester, York, Sidmouth","Sat",0.978587657081079,"env"
"pcs_union.2016-05-07.E1","2016-05-07","pcs_union","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","May day","","march, rally","Edinburgh","Sat",0.995486307231101,"pov"
"UVWunion.2016-05-07.E1","2016-05-07","UVWunion","Organised","Protest","After event","No","Yes","No","No","No","Other","Barbican protest (cleaners rights)","","occupation","Barbican","Sat",0.987822806431069,"pov"
"OccupyLondon.2016-05-07.E1","2016-05-07","OccupyLondon","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Demo for democracy, make votes matter","","demonstration","","Sat",0.961203712374859,"pov"
"Going Backwards protest.2016-05-08.E1","2016-05-08","campaigncc, GreenpeaceUK, planestupid","Organised, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Going backwards","","protest, march"," London, Bristol,Leicester, Leeds, Nottingham & Manchester","Sun",0.999999999999983,"env"
"SistersUncut.2016-05-09.E1","2016-05-09","SistersUncut","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","demand action on crumbling domestic violence services","","action, picket","City Hall","Mon",0.999484134846846,"pov"
"NASUWT.2016-05-10.E1","2016-05-10","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","Swinton High School strike, redundancies","","strike","Swinton High School in Salford","Tue",0.880214736259025,"pov"
"UVWunion.2016-05-14.E1","2016-05-14","UVWunion","Organised","Protest","Before event day","Yes","Yes","No","No","No","Company site","Oppose top shop victimisation","","shut down store, egg thrown","Top shop, Oxford street","Sat",1,"pov"
"ArtNotOil.2016-05-18.E1","2016-05-18","ArtNotOil","Organised","Protest","After event","No","No","No","Yes","No","Public space","drop BP, ROH Frankenstein, undead intervention","<10","undead intervention","Trafalgar Square","Wed",0.739002763055898,"env"
"pcs_union.2016-05-19.E1","2016-05-19","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","BIS strike, job losses and office closure","","strike","","Thu",0.986217499490336,"pov"
"Anti fracking protest Northallerton.2016-05-20.E1","2016-05-20","F_F_Ryedale, FrackFreeScarb","Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose fracking, planning meeting","1000s","protest","Northallerton","Fri",0.999791804276626,"env"
"unitetheunion.2016-05-24.E1","2016-05-24","unitetheunion","Organised","Strike","On day, before event","No","No","No","No","No","Other","Bus strike","","strike","","Tue",0.999991943452855,"pov"
"bectu.2016-05-25.E1","2016-05-25","bectu","Organised","Strike","Before event day","No","No","No","No","No","Other","Rio cinema staff strike","","strike","","Wed",0.999999340236748,"pov"
"pcs_union.2016-05-25.E1","2016-05-25","pcs_union","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Anti racism day","","rally","London","Wed",0.99999821390722,"pov"
"BursaryOrBust.2016-05-25.E1","2016-05-25","nusuk, theRCN","Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Bursary or bust","","rally","Westminster","Wed",0.999998948079293,"pov"
"unitetheunion.2016-05-25.E1","2016-05-25","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save our steel","","march","London","Wed",0.993599293044402,"pov"
"UCL_UCU.2016-05-25.E1","2016-05-25","UCL_UCU","Organised","Strike","Before event day","No","No","No","No","No","Other","University strike","","picket, strike","UCL","Wed",0.910833093928104,"pov"
"UCL_UCU.2016-05-26.E1","2016-05-26","UCL_UCU","Organised","Strike","Before event day","No","No","No","No","No","Other","University strike","","strike","UCL","Thu",0.992069342636986,"pov"
"BursaryOrBust.2016-06-04.E1","2016-06-04","keepnhspublic, MidwivesRCM, theRCN","Organised, Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save the NHS bursary","","march","London","Sat",1,"pov"
"CNDuk.2016-06-06.E1","2016-06-06","CNDuk","Organised","Protest","Before event day","No","No","No","No","No","Company site","Stop trident","","action","AWE Burghfield","Mon",0.951563642840573,"env"
"unitetheunion.2016-06-06.E1","2016-06-06","unitetheunion","Organised","Protest","On day, before event","Yes","No","No","No","No","Company site","Reinstate Robert (fair tips activist), unfair dismissal","","protest","ME hotel","Mon",0.999998892555114,"pov"
"SistersUncut.2016-06-07.E1","2016-06-07","SistersUncut","Organised","Protest","Before event day","Yes","Yes","No","No","No","Political site","Dead women can't vote","","chain on, protest","Parliament","Tue",0.992639297757204,"pov"
"UVWunion.2016-06-08.E1","2016-06-08","UVWunion","Organised","Strike","Before event day","No","No","No","No","No","Other","Cleaners strike","","strike, picket","100 Wood Street","Wed",0.999785468235991,"pov"
"pcs_union.2016-06-09.E1","2016-06-09","pcs_union","Organised","Both","Before event day","Yes","No","No","No","No","Public space","National Museum Wales strike","","rally","Cardiff","Thu",0.961532341377365,"pov"
"UVWunion.2016-06-10.E1","2016-06-10","UVWunion","Organised","Both","Before event day","Yes","No","No","No","No","Company site","Cleaners strike and protest","","strike, protest","100 Wood Street","Fri",0.992481109963386,"pov"
"ClassWar2015.2016-06-14.E1","2016-06-14","ClassWar2015","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose 'property scum'","","noise demonstration","Berkeley Sq","Tue",0.980948239733143,"pov"
"the_TUC.2016-06-14.E1","2016-06-14","the_TUC","Organised","Protest","After event","No","No","No","No","No","Public space","NHS safer in (Brexit)","","rally","","Tue",0.900700258111348,"pov"
"SaveSwinLibrary.2016-06-15.E1","2016-06-15","SaveSwinLibrary","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose cuts to libraries","","demonstration","Civic offices","Wed",0.901267826557159,"pov"
"pplsassembly.2016-06-17.E1","2016-06-17","pplsassembly","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Safe passage for refugees","","rally","","Fri",0.98333337529062,"pov"
"UVWunion.2016-06-21.E1","2016-06-21","UVWunion","Organised","Protest","On day, before event","Yes","No","No","No","No","Company site","Demand living wage, oppose job cuts","","demonstration","100 Wood Street","Tue",0.999278582777931,"pov"
"fbunational.2016-06-25.E1","2016-06-25","fbunational","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Pride","","march","London","Sat",0.938689883866521,"pov"
"FocusE15.2016-06-27.E1","2016-06-27","FocusE15","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose poor housing conditions","","protest","Waltham Forest council’s housing office, Cedar House","Mon",0.976365965201637,"pov"
"UVWunion.2016-06-29.E1","2016-06-29","UVWunion","Organised","Both","Before event day","Yes","No","No","No","No","Company site","cleaners strike","","protest, strike","100 wood street","Wed",0.925343544869602,"pov"
"TridentPlough.2016-06-30.E1","2016-06-30","TridentPlough","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Stop trident","","protest","AWE Burghfield","Thu",0.764086273727058,"env"
"UCL_UCU.2016-07-05.E1","2016-07-05","UCL_UCU","Organised","Strike","Before event day","No","No","No","No","No","Other","Fair pay in Higher Education, UCL strike","","strike, picket","UCL","Tue",0.997369168136264,"pov"
"CNDuk.2016-07-06.E1","2016-07-06","CNDuk","Participated","Protest","Before event day","No","No","No","No","No","Unknown","Chilcot protest","","protest","","Wed",0.999997242741085,"env"
"SistersUncut.2016-07-09.E1","2016-07-09","SistersUncut","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","fight for social housing","","action","Hackney Town hall","Sat",0.998709363031065,"pov"
"DurhamGala.2016-07-09.E1","2016-07-09","NASUWT, pcs_union","Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Durham Gala","150000","","Durham","Sat",0.987389397650775,"pov"
"keepnhspublic.2016-07-13.E1","2016-07-13","keepnhspublic","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose NHS Bill","","Rally","outside Parliament","Wed",0.915009121439189,"pov"
"ClassWar2015.2016-07-15.E1","2016-07-15","ClassWar2015","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose Boris Johnson","","march, 'arrest politician'","Politician's home","Fri",0.993524935768513,"pov"
"AntiRacismDay.2016-07-16.E1","2016-07-16","pcs_union, pplsassembly, resistunite","Participated, Organised, None","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose racism","","demonstration","London, Glasgow","Sat",0.999999999996938,"pov"
"CNDuk.2016-07-18.E1","2016-07-18","CNDuk","Organised","Protest","Before event day","No","No","No","No","No","Unknown","Stop trident","","protest","","Mon",0.99882019586897,"env"
"unitetheunion.2016-07-23.E1","2016-07-23","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","save council services","","march","Bromley","Sat",0.999999302278751,"pov"
"pcs_union.2016-07-25.E1","2016-07-25","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","HMRC cleaners strike","","strike","","Mon",0.990763104412582,"pov"
"unitetheunion.2016-07-26.E1","2016-07-26","unitetheunion","Organised","Strike","On day, before event","No","No","No","No","No","Other","Oil workers strike","","strike","","Tue",0.906110432592374,"pov"
"unitetheunion.2016-07-26.E2","2016-07-26","unitetheunion","Organised","Strike","Before event day","No","No","No","No","No","Other","Bus strike",NA,"strike","","Tue",0.906110432592374,"pov"
"UVWunion.2016-07-27.E1","2016-07-27","UVWunion","Organised","Both","Before event day","Yes","No","No","No","No","Company site","day 50 of strike demo","","demonstration, strike","100 Wood Street","Wed",0.977811308711903,"pov"
"Dis_PPL_Protest.2016-07-27.E1","2016-07-27","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Defend Disabled People’s Rights and Benefits","","protest","Norwich","Wed",0.922864619535062,"pov"
"UVWunion.2016-07-29.E1","2016-07-29","UVWunion","Organised","Both","Before event day","Yes","No","No","No","No","Company site","day 52 of strike protest","","demonstration, strike","100 Wood Street","Fri",0.974189947002817,"pov"
"Frack Free Yorkshire demo.2016-07-30.E1","2016-07-30","campaigncc, F_F_Ryedale, FrackFreeScarb, reclaimthepower","Participated, Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose fracking","1000s","demonstration, march, rally","York","Sat",1,"env"
"GreenpeaceUK.2016-08-11.E1","2016-08-11","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Company site","Save the Amazon","c. 20","Indigenous People & 15 spider monkeys outside Siemens HQ","Siemens HQ","Thu",0.659358391812928,"env"
"We_OwnIt.2016-08-16.E1","2016-08-16","We_OwnIt","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose rail privatisation","","protest","London Bridge","Tue",0.977213812472331,"pov"
"unitetheunion.2016-08-23.E1","2016-08-23","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","speak out against exploitative practices, hotel workers","","protest","near London Eye","Tue",0.999900652751663,"pov"
"UVWunion.2016-08-26.E1","2016-08-26","UVWunion","Participated","Strike","On day, before event","No","No","No","No","No","Other","UberEats strike","","strike, picket","","Fri",0.99981335108901,"pov"
"EquityUK.2016-08-27.E1","2016-08-27","EquityUK","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Pride","","march","Manchester","Sat",0.966869132880354,"pov"
"pcs_union.2016-09-04.E1","2016-09-04","pcs_union","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Burston strike school rally","","rally","Norfolk","Sun",0.955476176391215,"pov"
"unisontheunion.2016-09-06.E1","2016-09-06","unisontheunion","Organised","Strike","Before event day","No","No","No","No","No","Other","FE workers strike","","","Scotland","Tue",0.931007024705458,"pov"
"Dis_PPL_Protest.2016-09-07.E1","2016-09-07","Dis_PPL_Protest","Organised","Protest","After event","No","Yes","No","No","No","Public space","Rights not Games, oppose cuts","","shut down, protest","Westminster bridge","Wed",0.998075057703601,"pov"
"unitetheunion.2016-09-15.E1","2016-09-15","unitetheunion","Organised","Strike","Before event day","No","No","No","No","No","Other","Post office strike","","strike","","Thu",0.995945110575674,"pov"
"SistersUncut.2016-09-16.E1","2016-09-16","SistersUncut","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose prison and detention centres","","noisy, direct action","Downing street","Fri",0.880656952351771,"pov"
"friends_earth.2016-09-17.E1","2016-09-17","friends_earth","Participated","Protest","After event","No","No","No","No","No","Public space","climate refugees welcome","","march","","Sat",0.909652640498496,"env"
"refugeeswelcome.2016-09-17.E1","2016-09-17","ActionAidUK, CitizensUK","Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Refugees Welcome","1000s","march","London","Sat",1,"pov"
"SistersUncut.2016-09-18.E1","2016-09-18","SistersUncut","Organised","Protest","On day, before event","Yes","Yes","No","No","No","Public space","Keeping promises saves lives, domestic violence services","","march, scaled building, direct action","Hackney, town hall","Sun",0.971769214625859,"pov"
"campaigncc.2016-09-19.E1","2016-09-19","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","No DAPL solidarity protest","","protest","US embassy","Mon",0.951417778249205,"env"
"GreenpeaceUK.2016-09-24.E1","2016-09-24","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Company site","drop unsustainable John West tuna","","cleared supermarket shelves of product","Sainsbury stores","Sat",0.870953573830536,"env"
"Heathrow protest.2016-10-01.E1","2016-10-01","planestupid, reclaimthepower","Participated, Organised","Protest","After event","No","No","No","Yes","No","Company site","Stop airport expansion","100s","die in","Heathrow","Sat",0.999999999997481,"env"
"Heathrow protest.2016-10-01.E2","2016-10-01","planestupid, reclaimthepower","Participated, Organised","Protest","After event","No","Yes","No","Yes","No","Public space","Stop airport expansion","","cycling and banner drop, obstructed traffic","near Harmondsworth Detention Centre","Sat",0.999999999997481,"env"
"Heathrow protest.2016-10-01.E3","2016-10-01","planestupid, reclaimthepower","Participated, Organised","Protest","After event","No","No","No","Yes","No","Company site","Stop airport expansion",NA,"flash mob picnic protest","Gatwick","Sat",0.999999999997481,"env"
"campaigncc.2016-10-02.E1","2016-10-02","campaigncc","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Tory conference protest, oppose Hinkley, solar cuts, fracking","","protest, demonstration","Birmingham","Sun",0.999999999992259,"env"
"pplsassembly.2016-10-02.E1","2016-10-02","fbunational, pcs_union, pplsassembly, unitetheunion","Participated, Organised, Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Tories out, austerity has failed, Tory party conference","","rally, demonstration","Birmingham","Sun",1,"pov"
"unitetheunion.2016-10-07.E1","2016-10-07","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","William Hill shame, oppose wage cuts","","protest","William Hill, Boar Lane","Fri",0.999899192995291,"pov"
"TheCCoalition.2016-10-08.E1","2016-10-08","TheCCoalition","Participated","Protest","Before event day","Yes","No","No","No","No","Unknown","climate change awareness","","action","Oxford, Manchester, Norwich, Cardiff & many more places","Sat",0.638066439951665,"env"
"ClassWar2015.2016-10-08.E1","2016-10-08","ClassWar2015","Organised","Protest","Before event day","Yes","Yes","No","No","No","Company site","Oppose foxtons estate agents and police corruption","","demonstration, shut down","Foxtons estate agents, Islington","Sat",0.998288664853388,"pov"
"ClassWar2015.2016-10-09.E1","2016-10-09","ClassWar2015","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Celebrate Cable Street victory","","rally","Whitechapel","Sun",0.932858397335219,"pov"
"UVWunion.2016-10-14.E1","2016-10-14","UVWunion","Organised","Protest","Before event day","Yes","No","No","No","No","Other","Justice for LSE cleaners, reinstate Alba","","demonstration","LSE","Fri",0.994507512597587,"pov"
"unisontheunion.2016-10-15.E1","2016-10-15","unisontheunion","Organised","Protest","After event","No","No","No","No","No","Public space","Kinsley Cand D cleaners","","rally","Barnsley","Sat",0.894751882250497,"pov"
"campaigncc.2016-10-18.E1","2016-10-18","campaigncc","Participated","Protest","Before event day","No","Yes","No","Yes","No","Company site","Oppose oil and money","","protest, disrupt, climate crime scene, symbolic walk of shame","London, oil conference, Intercontinental Hotel ","Tue",0.899554427553151,"env"
"CoalActionUK.2016-10-19.E1","2016-10-19","CoalActionUK","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Axe Drax","","demonstration","London","Wed",0.872034668922424,"env"
"radicalhousing.2016-10-19.E1","2016-10-19","radicalhousing","Organised","Protest","After event","No","Yes","No","No","No","Company site","anti MIPIM, property developers","","students in gowns ask for rent back, occupation","MIPIM, private student housing provider","Wed",0.999507463541267,"pov"
"Stop Barclays fracking.2016-10-24.E1","2016-10-24","F_F_Ryedale, friends_earth","Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Company site","Stop Barclays fracking","","action","local Barclays branch","Mon",0.971053102132894,"env"
"HousingActionSL.2016-10-24.E1","2016-10-24","HousingActionSL","Organised","Protest","Before event day","No","No","No","No","No","Public space","Oppose overcrowding in council homes","","action","Southward town hall","Mon",0.999091148651603,"pov"
"planestupid.2016-10-25.E1","2016-10-25","planestupid","Organised","Protest","After event","No","No","No","Yes","No","Public space","Oppose new runways, government announcement on third runway","","set up fake runway","outside Parliament","Tue",0.999995310862781,"env"
"FocusE15.2016-10-28.E1","2016-10-28","FocusE15","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Protest Against Theori Housing Management Ltd, poor conditions","","demonstration, protest","Theori Housing","Fri",0.999999999997917,"pov"
"unitetheunion.2016-10-29.E1","2016-10-29","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose plans to close Children's Heart Unit","","march","Leicester","Sat",0.999999999991928,"pov"
"Dis_PPL_Protest.2016-10-31.E1","2016-10-31","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose MIND charity","","demonstration","","Mon",0.999998547751604,"pov"
"unitetheunion.2016-10-31.E1","2016-10-31","unitetheunion","Organised","Both","Before event day","No","No","No","No","No","Public space","Post office strike","","march","London","Mon",0.994251593684611,"pov"
"bectu.2016-10-31.E1","2016-10-31","bectu","Organised","Strike","Before event day","No","No","No","No","No","Other","Ritzy strike, demand living wage","","strike","","Mon",0.978311349600155,"pov"
"reclaimthepower.2016-11-04.E1","2016-11-04","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","No","Other","Call out lack of investment in clean energy from big oil","","gatecrashed press conference","","Fri",0.868341445922852,"env"
"libraries.2016-11-05.E1","2016-11-05","pcs_union, SaveSwinLibrary, SistersUncut, unitetheunion","Participated, Participated, Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","defend our libraries, museums & galleries","1000s","march, demonstration","London","Sat",1,"pov"
"UVWunion.2016-11-05.E1","2016-11-05","UVWunion","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","demand justice for John Lewis cleaners","","demonstration","John Lewis","Sat",0.999999998080568,"pov"
"PositiveActionH.2016-11-08.E1","2016-11-08","PositiveActionH","Participated","Protest","Before event day","Yes","No","No","No","No","Political site","Oppose child refugee detention centre","","demonstration, protest","Council meeting, Renfrewshire Council","Tue",0.999267291365508,"pov"
"EHRC.2016-11-09.E1","2016-11-09","pcs_union, unitetheunion","Organised, Organised","Strike","Before event day","No","No","No","No","No","Other","EHRC strike, oppose cuts","","strike, picket","Glasgow, Manchester","Wed",0.999890590124444,"pov"
"United Against Fracking.2016-11-12.E1","2016-11-12","campaigncc, F_F_Ryedale, frackfreelancs, FrackFreeScarb","Participated, Participated, Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Against fracking","100+","march, rally, demonstration","Manchester","Sat",0.999999996341038,"env"
"campaigncc.2016-11-15.E1","2016-11-15","campaigncc","Participated","Protest","Before event day","Yes","No","No","No","No","Embassy","Standing Rock solidarity protest","","protest","US embassy","Tue",0.905219589028073,"env"
"EndWelfareReform.2016-11-16.E1","2016-11-16","Dis_PPL_Protest, OccupyLondon","Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","End welfare reform","","protest","Westminster","Wed",1,"pov"
"campaigncc.2016-11-18.E1","2016-11-18","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","mark end of COP22","","protest","US embassy","Fri",0.995453373597296,"env"
"nusuk.2016-11-18.E1","2016-11-18","nusuk","Organised","Protest","On day, before event","Yes","No","No","No","No","Public space","commit to funding FE and the teaching workforce, Autumn Statement day","","demonstration","","Fri",0.995201648440418,"pov"
"nusuk.2016-11-19.E1","2016-11-19","nusuk","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Higher education demo","","demonstration","","Sat",0.99999999999791,"pov"
"SistersUncut.2016-11-20.E1","2016-11-20","SistersUncut","Organised","Protest","Before event day","Yes","Yes","No","No","No","Public space","Oppose closure of refuges due to cuts","","blocked bridges","across the UK","Sun",0.999999990128716,"pov"
"reclaimthepower.2016-11-24.E1","2016-11-24","reclaimthepower","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Fuel poverty kills","","die in","EDF HQ","Thu",0.997618519281271,"env"
"campaigncc.2016-11-25.E1","2016-11-25","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","Trump protest","","protest","US embassy","Fri",1,"env"
"NASUWT.2016-11-30.E1","2016-11-30","NASUWT","Organised","Both","Before event day","Yes","No","No","No","No","Company site","Teacher strike for fair pay","","strike, rally","Europa hotel","Wed",0.999993206744398,"pov"
"ClassWar2015.2016-11-30.E1","2016-11-30","ClassWar2015","Organised","Protest","Before event day","No","No","No","No","No","Company site","Unproductives against the architect of social cleansing","","demonstration","architect office","Wed",0.972769693326413,"pov"
"campaigncc.2016-12-01.E1","2016-12-01","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Stand with Standing Rock, Defund DAPL","","creative peaceful intervention","London, HSBC, Barclays","Thu",0.96703776177079,"env"
"UVWunion.2016-12-01.E1","2016-12-01","UVWunion","Organised","Protest","Before event day","Yes","No","No","No","No","Other","LSE cleaners protest, demand dignity and equality","","protest","LSE","Thu",0.95511721771363,"pov"
